t1A	t1B	t1C	t2A	t2B	t2C	t3A	t3B	t3C	t4A	t4B	t4C	t5A	t5B	t5C	t6A	t6B	t6C	t7A	t7B	t7C	t8A	t8B	t8C	Unique_peptides
Ga0196617_10008951;Ga0187564_101192;Ga0187557_1001206;Ga0196617_1007305	1.3605E+07	6424800	6851200	3298300	3045600	2637400	2516400	3625900	2510900	1750400	8570000	3165200	4774800	4182100	4792900	4778200	4773300	5181600	2085700	8377000	4211200	6249300	1.0079E+07	7107600	2
Ga0196617_10008949;Ga0187564_101194;Ga0187557_1001208;Ga0196617_1007303	1.8054E+09	1.4712E+09	1.6252E+09	7.5737E+08	5.5585E+08	8.9698E+08	2.6741E+08	2.2534E+08	1.9641E+08	1.5149E+08	1.6478E+08	3.5105E+08	1.3688E+08	1.5386E+08	1.0489E+08	3.0122E+08	2.1033E+08	2.7136E+08	2.1769E+08	1.5907E+08	3.0601E+08	1.0916E+08	1.1646E+08	1.5259E+08	14
Ga0196617_10008948;Ga0187564_101195;Ga0187557_1001209;Ga0196617_1073841	9.6037E+09	7.8319E+09	9.3515E+09	1.7005E+09	2.5797E+09	2.4827E+09	1.5846E+09	1.209E+09	8.5612E+08	1.2131E+09	1.2811E+09	1.6929E+09	8.9897E+08	7.244E+08	5.0426E+08	1.3826E+09	1.1243E+09	1.0792E+09	1.3192E+09	7.0899E+08	1.7802E+09	1.1199E+09	1E+09	9.1028E+08	21
Ga0187557_100121	0	0	8299500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ga0196617_10008947;Ga0187564_101196;Ga0187557_1001210;Ga0196617_1088811;Ga0196617_1081771	1.0274E+08	8.8988E+07	1.429E+08	9.0191E+07	1.8007E+08	2.0667E+08	7.0168E+07	7.508E+07	5.0259E+07	5.6247E+07	3.274E+07	6.57E+07	5.333E+07	6.0291E+07	2.0815E+07	3.8249E+07	1.7503E+07	5.0492E+07	4.8676E+07	3.6682E+07	6.036E+07	6.5932E+07	4.3368E+07	3.0162E+07	7
Ga0187564_101199;Ga0187557_1001213;Ga0196617_1028532	1.8726E+07	2.1369E+07	2.2825E+07	5979300	1.0509E+07	9567000	2928100	2633200	1421700	5040700	3958000	2925100	945680	0	0	1574000	1384600	893240	1572000	1154600	4825200	1778900	576340	896650	2
Ga0196617_10008936;Ga0187557_1001221;Ga0196617_1132231	1.4202E+08	1.5126E+08	1.6111E+08	5.6603E+07	4.4696E+07	8.9896E+07	4.7498E+07	6.9187E+07	5.7286E+07	4.1108E+07	2.9295E+07	5.5243E+07	4.4177E+07	4.575E+07	6.6462E+07	4.8644E+07	4.0279E+07	3.8926E+07	3.9085E+07	3.4222E+07	3.8006E+07	7.5432E+07	8.5739E+07	3.7675E+07	1
Ga0187557_1001222;Ga0196617_10008935;Ga0187564_101208;Ga0196617_1085251	3.6008E+08	3.1215E+08	3.1476E+08	1.6841E+08	1.8845E+08	2.0724E+08	1.1483E+08	1.1802E+08	4.7607E+07	7.0869E+07	6.0557E+07	7.4706E+07	5.8973E+07	6.3213E+07	4.7841E+07	7.2975E+07	6.8638E+07	4.9305E+07	7.0256E+07	3.058E+07	7.6346E+07	6.551E+07	7.9045E+07	6.2922E+07	32
Ga0196617_10008933;Ga0187557_1001224;Ga0187564_101210	1.7872E+08	1.6829E+08	1.3856E+08	1.1937E+08	1.2928E+08	1.7268E+08	1.4647E+08	9.5343E+07	9.0003E+07	4.1263E+07	6.6149E+07	7.5003E+07	4.1913E+07	4.9042E+07	6.3995E+07	4.4655E+07	4.9135E+07	5.9417E+07	5.1098E+07	7.7811E+07	5.8639E+07	1.0035E+08	6.7027E+07	7.2638E+07	22
Ga0196617_10008932;Ga0187564_101211;Ga0187557_1001225	6.6894E+08	4.196E+08	3.6691E+08	2.1304E+08	2.8225E+08	3.9454E+08	2.6731E+08	3.0644E+08	2.5292E+08	1.4771E+08	1.7428E+08	3.6082E+08	4.2234E+08	3.1297E+08	3.1952E+08	3.0181E+08	2.504E+08	3.2326E+08	2.9294E+08	2.991E+08	1.8039E+08	5.0713E+08	6.6855E+08	5.6584E+08	25
Ga0187557_1001226	5.7162E+07	6.6003E+07	5.9472E+07	2.7067E+07	3.9653E+07	2.9837E+07	2.461E+07	1.3015E+07	7469800	9938800	1.4579E+07	2.1979E+07	1.5809E+07	1.0001E+07	7568300	1.128E+07	1.4599E+07	1.5075E+07	1.2829E+07	1.4003E+07	1.4462E+07	2.2546E+07	1.5601E+07	1.7751E+07	3
Ga0196617_10008928;Ga0187557_1001229;Ga0187564_101215	2.6744E+08	2.0695E+08	2.7964E+08	1.1985E+08	9.6825E+07	1.6857E+08	8.5241E+07	5.9034E+07	5.5041E+07	5.3585E+07	5.4318E+07	5.2865E+07	3.6609E+07	5.9158E+07	5.253E+07	5.7371E+07	3.9315E+07	1.7458E+07	5.9727E+07	9347400	8.0445E+07	8.2993E+07	6.9973E+07	6.5845E+07	24
Ga0196617_10008927;Ga0187557_1001230;Ga0187564_101216	1.4472E+08	1.9814E+08	1.9698E+08	2.0573E+07	3.6343E+07	2.9927E+07	3.7684E+07	2.981E+07	2.7019E+07	2.9679E+07	2.258E+07	1.8873E+07	2.1331E+07	1.1233E+07	1.9324E+07	2.6125E+07	1.8813E+07	2.3574E+07	3.1185E+07	1.3177E+07	1.669E+07	1.3791E+07	2149800	8508300	13
Ga0196617_10008926;Ga0187564_101217;Ga0187557_1001231;Ga0196617_1032731	1.2475E+07	4.4721E+07	5.6144E+07	4534400	1.3623E+07	7255100	1684000	1318200	1069200	6483900	2476800	0	0	0	0	1471800	0	0	2334000	0	5140000	1829800	0	0	14
Ga0196617_10008925;Ga0187564_101218;Ga0187557_1001232;Ga0196617_1032732	2.0439E+07	7448100	2.2402E+07	3168000	4909000	3559300	2285700	1417600	0	1175400	0	0	0	0	0	2721400	0	0	4494900	0	485500	0	2560900	0	2
Ga0187564_101219;Ga0187557_1001233	2570800	2858300	4581000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1655200	0	0	0	0	0	3
Ga0196617_10008922;Ga0187564_101221;Ga0187557_1001235	4.8822E+07	3.8582E+07	4.3157E+07	1.1143E+07	2.207E+07	2.1536E+07	1.3076E+07	1.0084E+07	3377700	6781500	4635900	1.0524E+07	0	0	0	1.7208E+07	5930700	3600900	5835000	2637800	4626900	0	0	0	6
Ga0196617_10008920;Ga0187564_101223;Ga0187557_1001237	2.037E+08	1.5902E+08	2.345E+08	6.9545E+07	1.0734E+08	8.4743E+07	7.7045E+07	5.6439E+07	3.7058E+07	3.9535E+07	3.4841E+07	4.7915E+07	4.0945E+07	1.9505E+07	1.3667E+07	3.365E+07	3.4044E+07	2.1663E+07	2.0621E+07	1.2243E+07	2.7059E+07	3.638E+07	2.5264E+07	3.0004E+07	29
Ga0196617_10008919;Ga0187564_101224;Ga0187557_1001238	7.0851E+07	7.9173E+07	1.0686E+08	2.6118E+07	1.7777E+07	2.4431E+07	1.9752E+07	1.7374E+07	1.1054E+07	9374200	8588200	5869100	1.0361E+07	6799700	4221000	1.4616E+07	3518700	4421900	6430200	4193200	7009600	2.3301E+07	1.3024E+07	5690100	20
Ga0196617_10008918;Ga0187557_1001239;Ga0187564_101225	1.3346E+08	9.6816E+07	1.0545E+08	1.0937E+08	7.9211E+07	1.0118E+08	1.0663E+08	6.2939E+07	8.52E+07	3.2839E+07	4.4068E+07	5.4541E+07	6.653E+07	9.9232E+07	1.2588E+08	4.0448E+07	2.7006E+07	2.8386E+07	4.903E+07	3.6956E+07	1.9392E+07	6.1282E+07	8.2798E+07	9.7332E+07	11
Ga0187557_100124;Ga0196617_1029131;Ga0196617_1043021;Ga0196617_1074861	0	1656600	1061900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ga0196617_10008917;Ga0187564_101226;Ga0187557_1001240;Ga0196617_1091651	3.3247E+08	2.8467E+08	4.7037E+08	1.416E+08	1.5267E+08	1.7122E+08	1.3113E+08	8.645E+07	6.4422E+07	6.5073E+07	1.0622E+08	1.293E+08	8.3632E+07	8.4637E+07	6.3808E+07	1.5497E+08	9.8033E+07	6.1756E+07	1.1148E+08	5.3203E+07	1.4465E+08	9.1704E+07	8.7947E+07	9.6394E+07	19
Ga0196617_10008916;Ga0187564_101227;Ga0187557_1001241;Ga0196617_1011764	4.0003E+07	3.9965E+07	5.4751E+07	2.2753E+07	2.8243E+07	3.19E+07	2.0338E+07	1.3975E+07	1.7757E+07	1.5263E+07	1.0303E+07	1.4784E+07	1.4751E+07	1.5229E+07	1.3431E+07	3.1012E+07	9943200	2.156E+07	1.1394E+07	1.3929E+07	3.8337E+07	2.0963E+07	2.1929E+07	2.3705E+07	12
Ga0196617_10008915;Ga0187557_1001242	1.1571E+07	1.3594E+07	2.0753E+07	8226800	1.3232E+07	7596200	1.5728E+07	1.6467E+07	1.27E+07	1.1013E+07	1.7964E+07	1.8215E+07	2.3642E+07	8953900	1.3291E+07	2.2377E+07	9797600	1.3076E+07	1.4246E+07	1.2299E+07	1.6348E+07	1.8668E+07	1.9775E+07	1.7874E+07	4
Ga0187557_1001248;Ga0196617_1000899;Ga0187564_101234	1861500	8736300	8313700	1724800	2516500	820150	1943700	0	1668800	0	1908000	1056100	0	0	0	1496900	1903700	0	846440	0	1199900	0	0	0	7
Ga0187557_1001249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	917690	0	0	0	0	0	0	0	1
Ga0187557_100125;Ga0196617_1016911;Ga0196617_1092311;Ga0196617_1092381;Ga0196617_1080351	5.4322E+07	1.1463E+08	8.8024E+07	2.5496E+07	2.3356E+07	2.8319E+07	4478000	1.4913E+07	1.5874E+07	7560300	1.3351E+07	2.0859E+07	0	0	0	1.4858E+07	1.1197E+07	6941800	1.294E+07	7894300	1.771E+07	4915900	3888700	4013000	1
Ga0187557_1001251;Ga0196617_1000896;Ga0196617_1138141	6487700	8009800	1.193E+07	1542000	1363900	2034100	1576700	0	759670	726660	1098700	1090800	0	0	0	968240	0	0	1474000	0	0	0	0	0	7
Ga0196617_1000895;Ga0187557_1001252;Ga0187564_101238	9114000	9647600	3582200	0	0	0	0	847970	0	443790	591690	0	0	0	0	0	0	467740	558840	1545300	0	0	0	0	5
Ga0196617_1000893;Ga0187564_101240;Ga0187557_1001254;Ga0196617_1060841	4.3338E+08	3.8731E+08	4.5363E+08	2.9903E+08	3.0125E+08	3.3812E+08	3.7225E+08	2.7924E+08	3.9554E+08	2.7278E+08	4.0165E+08	3.1122E+08	3.4666E+08	3.2926E+08	6.1782E+08	4.4135E+08	4.4545E+08	4.4754E+08	6.2875E+08	3.9711E+08	2.9577E+08	4.3457E+08	5.2619E+08	4.4441E+08	23
Ga0196617_1000892;Ga0187557_1001255;Ga0187564_101241	2195300	3171800	2861900	1891700	2535300	1880000	5902300	1873000	2750100	3739600	8223500	8296600	6609600	2836600	6695200	3233100	5604500	8329000	3872900	8838300	2924200	1.0362E+07	9636800	7548900	14
Ga0196617_10007268;Ga0187564_101244;Ga0187557_1001258	1.7445E+07	3.1568E+07	1.6247E+07	1.0393E+07	9580300	2.2373E+07	1.1571E+07	4321700	1.2693E+08	2.1902E+07	4.0971E+07	1.0351E+07	1.2281E+07	1.6229E+07	1.8429E+07	3747100	1.0472E+07	8331500	3.3589E+07	2.5157E+07	3.3385E+07	1.0115E+07	9858400	1.1433E+07	10
Ga0196617_10007267;Ga0187564_101245;Ga0187557_1001259	1.2857E+08	1.2092E+08	1.2694E+08	4.6026E+07	4.5624E+07	5.9315E+07	3.819E+07	3.596E+07	2.7063E+07	2.23E+07	1.5142E+07	3.4131E+07	2.2471E+07	8402400	5960300	2.8725E+07	1.837E+07	1.6374E+07	1.6878E+07	1.1866E+07	2.9132E+07	1.3936E+07	1.7815E+07	1.4667E+07	33
Ga0196617_10007266;Ga0187564_101246;Ga0187557_1001260	1063300	2740700	1501400	0	0	0	0	0	0	457260	0	0	0	0	0	0	0	0	0	0	498360	0	0	0	8
Ga0196617_10007265;Ga0187564_101247;Ga0187557_1001261	1.0364E+08	1.1718E+08	1.5536E+08	4.1394E+07	7.1238E+07	4.7048E+07	6.3319E+07	4.6167E+07	3.4588E+07	8.0792E+07	1.008E+08	1.1425E+08	1.3416E+08	6.7933E+07	7.8072E+07	1.173E+08	8.416E+07	6.4495E+07	8.963E+07	1.6093E+08	1.0647E+08	1.4655E+08	1.4158E+08	1.098E+08	14
Ga0196617_10007264;Ga0187564_101248;Ga0187557_1001262;Ga0196617_1084361	8.76E+08	8.4225E+08	8.9545E+08	4.0797E+08	2.5532E+08	4.3338E+08	2.9687E+08	3.1532E+08	3.2634E+08	1.5748E+08	1.5813E+08	1.9055E+08	1.4545E+08	1.5341E+08	2.4137E+08	1.7525E+08	1.519E+08	2.2132E+08	2.214E+08	2.2695E+08	1.916E+08	3.2883E+08	3.262E+08	1.7195E+08	36
Ga0196617_10007263;Ga0187557_1001263;Ga0187564_101249	3490200	1773400	2817200	0	0	0	0	2789500	1680600	2776400	3148600	1733400	6283200	1722500	1734900	4829800	2917700	0	4516100	3001100	2681900	0	0	2914600	4
Ga0196617_10007260;Ga0187564_101252;Ga0187557_1001266	3.6078E+07	3.131E+07	4.6659E+07	1.8641E+07	2.7998E+07	2.0106E+07	2.7387E+07	1.6254E+07	1.1934E+07	1.1995E+07	1.599E+07	2.1369E+07	9726900	1.1595E+07	1.037E+07	1.4545E+07	1.6058E+07	1.5869E+07	8641600	1.3093E+07	1.4367E+07	1.7594E+07	9810600	1.6526E+07	23
Ga0196617_10007258;Ga0187564_101254;Ga0187557_1001268	1.6007E+07	1.7072E+07	2.2031E+07	3910600	6825000	7800100	4752500	5493900	4304600	3029800	2590600	4234000	2993400	3038600	3007600	3448000	2319100	7874400	5787000	6210400	1692600	3690700	5153800	5777300	6
Ga0196617_10007257;Ga0187564_101255;Ga0187557_1001269	2.2019E+07	4.1057E+07	3.388E+07	9802200	1.2044E+07	1.9725E+07	7314200	6875900	4153800	3875300	3348400	6144400	3199800	1160100	1667800	5095900	2096600	2710900	3849500	3069700	1.2156E+07	5143800	3469100	983210	22
Ga0196617_1001603;Ga0187564_10112;Ga0187557_100127;Ga0196617_1100281	2.3054E+08	1.5294E+08	2.8733E+08	8.0951E+07	1.6332E+08	1.5353E+08	9.1029E+07	1.074E+08	7.8089E+07	5.241E+07	5.6553E+07	4.3442E+07	5.6011E+07	7.1901E+07	5.4718E+07	9.9554E+07	4.8612E+07	7.8662E+07	6.0576E+07	7.1777E+07	5.7407E+07	4.9131E+07	6.4953E+07	4.8905E+07	12
Ga0196617_10007256;Ga0187564_101256;Ga0187557_1001270	8.9401E+07	1.4708E+08	2.1768E+08	5.3077E+07	1.237E+08	1.1403E+08	1.2843E+08	9.2111E+07	8.4292E+07	5.5884E+07	4.2055E+07	1.0979E+08	7.7417E+07	1.1142E+08	1.1725E+08	8.8851E+07	6.9481E+07	8.6715E+07	8.7374E+07	1.1347E+08	3.6547E+07	6.6482E+07	1.2568E+08	8.0134E+07	8
Ga0196617_10007255;Ga0187564_101257;Ga0187557_1001271	3.7686E+08	4.009E+08	4.2636E+08	1.2043E+08	1.3368E+08	1.3292E+08	1.2425E+08	1.0138E+08	9.5529E+07	3.5244E+07	4.0202E+07	6.7772E+07	4.0058E+07	3.9356E+07	4.9876E+07	5.4887E+07	6.2168E+07	4.9145E+07	6.5186E+07	5.7258E+07	7.246E+07	6.5669E+07	8.9493E+07	4.4691E+07	17
Ga0196617_10007254;Ga0187564_101258;Ga0187557_1001272	6221600	6630600	6538600	1928800	2116200	2023900	2296600	1883600	1557300	752660	613730	1023100	1832700	2136700	1092300	834540	1590100	1425200	1266600	1009400	0	1990200	988950	1717700	8
Ga0196617_10007253;Ga0187557_1001273;Ga0187564_101259	5.5726E+07	4.8573E+07	6.3319E+07	2.5429E+07	1.9275E+07	3.1034E+07	1.4731E+07	1.568E+07	2.2902E+07	1.2401E+07	1.4154E+07	9048600	1.0194E+07	1.2051E+07	1.3694E+07	1.4481E+07	1.1226E+07	1.7351E+07	1.1755E+07	1.5672E+07	1.4516E+07	1.1542E+07	1.6287E+07	9454000	11
Ga0196617_10007252;Ga0187564_101260;Ga0187557_1001274	5.5912E+07	7.6476E+07	8.3255E+07	2.5389E+07	3.7639E+07	3.7847E+07	2.8863E+07	2.2767E+07	2.199E+07	1.3709E+07	3.4782E+07	2.3941E+07	2.0764E+07	2.029E+07	2.3652E+07	2.014E+07	2.1829E+07	1.7263E+07	2.7387E+07	2.0995E+07	2.3334E+07	3.0675E+07	4.0027E+07	3.5443E+07	14
Ga0196617_10007251;Ga0187564_101261;Ga0187557_1001275	1.2013E+08	1.9187E+08	3.9961E+08	5.6339E+07	1.3111E+08	9.5019E+07	5.2331E+07	5.0304E+07	2.6769E+07	3.1728E+07	3.3626E+07	2.5423E+07	3.0077E+07	3.9501E+07	2.6157E+07	4.4943E+07	1.9047E+07	2.7301E+07	4.6351E+07	4.165E+07	5.3195E+07	4.8627E+07	4.8513E+07	2.7452E+07	13
Ga0196617_10007250;Ga0187564_101262;Ga0187557_1001276	1.259E+07	6656300	3961000	2083600	2920000	2643200	1774300	1936300	1192700	0	1178500	2872000	0	1273100	0	1734800	0	0	0	0	0	0	0	0	4
Ga0196617_10007249;Ga0187564_101263;Ga0187557_1001277	1704100	2266800	2041700	1105400	726060	974140	1400900	1587900	1769900	0	0	0	0	0	0	0	0	727760	0	514010	0	0	0	0	4
Ga0196617_1001604;Ga0187564_10113;Ga0187557_100128;Ga0196617_1060781	5.1518E+08	9.4636E+08	1.0901E+09	2.8483E+08	4.3384E+08	5.4364E+08	2.6566E+08	1.9636E+08	2.0259E+08	1.1557E+08	5.8316E+07	1.2555E+08	8.0502E+07	8.3814E+07	5.3865E+07	9.2584E+07	1.0279E+08	3.1939E+07	9.0357E+07	4.835E+07	7.1203E+07	1.3125E+08	5.8611E+07	8.0506E+07	14
Ga0196617_1005293;Ga0187557_1001288	0	421700	2210500	216980	215760	260990	642380	665600	401450	0	242740	0	0	0	0	0	0	0	0	0	332100	0	0	0	7
Ga0196617_1005292;Ga0187557_1001289	718970	2457200	2044900	0	593660	0	449690	744210	0	673380	0	0	0	0	0	524580	1139800	620780	962960	0	0	0	0	0	5
Ga0187557_1001291;Ga0196617_1016201;Ga0196617_1013521;Ga0196617_1009351	0	149680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Ga0196617_10007244;Ga0187564_101268;Ga0187557_1001302	367370	0	0	0	925160	0	0	0	0	0	0	0	577530	815360	802700	360030	1708600	463890	0	1.5348E+07	0	653990	915980	992010	4
Ga0187564_101270;Ga0187557_1001304	0	0	0	0	0	0	0	0	1400200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ga0187557_1001306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	604320	1
Ga0187557_1001309;Ga0196617_1142501;Ga0196617_1131951	3912600	4011400	1919600	1884700	0	0	1389400	963020	1416000	938200	1450300	1106900	3647000	0	0	0	966030	1404700	707060	0	856870	0	0	0	1
Ga0187557_1001310;Ga0196617_10007236	8.6777E+07	8.777E+07	9.8871E+07	2.477E+07	2.6566E+07	1.7758E+07	2.0088E+07	1.1619E+07	1.4059E+07	9612700	5492900	9373900	5700600	4610400	8722700	3665500	5229800	5145900	2953300	6078000	3302600	8525100	1.8685E+07	3736800	2
Ga0187564_101277;Ga0187557_1001311;Ga0196617_10007235	1166200	1736400	0	0	1709500	1507000	760630	0	0	0	0	1576200	0	0	0	1035100	0	0	0	0	0	0	0	0	4
Ga0196617_10007234;Ga0187557_1001312;Ga0187564_101278	3.0536E+07	2.3479E+07	1.9178E+07	2.0298E+07	2.3555E+07	1.8538E+07	1.096E+07	1.1002E+07	6028000	2441000	1830100	8127400	1929100	5423300	7.5733E+07	5562300	3262300	7487000	2708500	1023600	6369800	1605300	5.6161E+07	1826600	14
Ga0196617_10007231;Ga0187564_101281;Ga0187557_1001315	0	0	0	0	0	954870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Ga0196617_10007230;Ga0187564_101282;Ga0187557_1001316	8.6771E+07	7.124E+07	1.0563E+08	2.8885E+07	2.8006E+07	4.4353E+07	2.1154E+07	1.3375E+07	1.4904E+07	1.3881E+07	1.351E+07	1.2718E+07	1.3858E+07	1.4617E+07	1.7019E+07	1.3383E+07	1.3682E+07	1.9238E+07	1.186E+07	1.863E+07	1.8597E+07	1.0205E+07	1.0805E+07	8868100	20
Ga0196617_10007227;Ga0187564_101285;Ga0187557_1001319;Ga0196617_1123781	7.4894E+09	6.4613E+09	6.5781E+09	2.7798E+09	2.4052E+09	2.9355E+09	2.0376E+09	1.4954E+09	1.1214E+09	7.3929E+08	6.8557E+08	7.7858E+08	5.8646E+08	8.6241E+08	6.028E+08	1.7682E+09	9.4387E+08	9.5267E+08	1.063E+09	6.601E+08	1.0114E+09	9.7191E+08	9.8326E+08	1.0985E+09	36
Ga0196617_10007226;Ga0187564_101286;Ga0187557_1001320	5.3018E+09	5.2332E+09	6.6815E+09	1.5827E+09	1.8607E+09	1.5117E+09	1.9388E+09	1.4296E+09	1.8661E+09	2.3768E+09	2.0404E+09	2.1194E+09	2.7284E+09	1.9125E+09	2.311E+09	3.1264E+09	3.6567E+09	3.5058E+09	3.6941E+09	4.1409E+09	2.3442E+09	2.8608E+09	3.8856E+09	3.0142E+09	47
Ga0196617_10007225;Ga0187564_101287;Ga0187557_1001321	1.3729E+09	8.1249E+08	8.5698E+08	3.2448E+08	5.6346E+08	4.577E+08	4.7198E+08	4.2657E+08	4.5156E+08	5.1784E+08	4.6594E+08	5.3654E+08	9.5578E+08	7.3829E+08	8.4781E+08	4.6002E+08	2.7994E+08	6.1494E+08	1.0244E+09	7.842E+08	3.584E+08	1.3318E+09	1.3159E+09	1.1735E+09	31
Ga0196617_10007224;Ga0187564_101288;Ga0187557_1001322	9732200	0	0	9293700	6900100	0	7666000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ga0196617_10007223;Ga0187564_101289;Ga0187557_1001323	1.0226E+09	1.499E+09	1.7819E+09	3.0991E+08	4.5087E+08	5.4907E+08	2.1968E+08	2.0413E+08	7.7471E+07	1.1602E+08	1E+08	1.4246E+08	7.9875E+07	7.879E+07	1.3475E+07	1.1948E+08	5.1444E+07	4.1405E+07	7.8405E+07	3.0185E+07	9.8644E+07	9.3589E+07	1.0335E+08	8.4939E+07	15
Ga0187564_101290;Ga0187557_1001324	0	3632300	2587900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ga0196617_10007219;Ga0187564_101293;Ga0187557_1001327	1.3213E+07	7270100	9445500	5236500	1298400	2644200	4986100	0	0	1480700	2362000	5146900	0	0	0	3838900	0	1957900	1461700	0	1886200	0	0	0	5
Ga0196617_10007218;Ga0187564_101294;Ga0187557_1001328	9.1676E+08	1.3926E+09	3.4189E+09	6.6277E+08	6.4823E+08	9.4881E+08	5.4703E+08	6.081E+08	5.6542E+08	1.0979E+09	5.7442E+08	6.0215E+08	8.7754E+08	8.1115E+08	7.5218E+08	8.7211E+08	9.7901E+08	7.341E+08	2.4822E+09	1.6943E+09	1.1988E+09	9.8289E+08	1.3892E+09	9.3382E+08	13
Ga0196617_10007217;Ga0187564_101295;Ga0187557_1001329	5.4471E+08	6.3394E+08	6.9825E+08	3.8401E+08	4.411E+08	4.2126E+08	2.756E+08	2.9478E+08	2.0561E+08	1.8445E+08	1.2764E+08	1.5477E+08	1.3483E+08	1.6359E+08	1.1517E+08	1.5618E+08	1.2287E+08	1.2692E+08	1.2577E+08	1.3111E+08	1.1697E+08	7.1575E+07	6.789E+07	5.4709E+07	30
Ga0196617_10007216;Ga0187564_101296;Ga0187557_1001330;Ga0196617_1086692	9.235E+08	1.0152E+09	1.2823E+09	2.5102E+08	3.8012E+08	3.0239E+08	1.9307E+08	2.2523E+08	1.3501E+08	1.5372E+08	1.5275E+08	1.5182E+08	1.557E+08	1.1478E+08	6.8248E+07	1.9721E+08	1.1345E+08	8.6106E+07	1.6835E+08	5.0968E+07	2.3199E+08	1.1993E+08	9.5335E+07	8.3536E+07	28
Ga0196617_10007215;Ga0187564_101297;Ga0187557_1001331	1.3909E+08	8.8371E+07	8.5605E+07	2.7752E+07	4.9249E+07	4.9416E+07	3.2455E+07	1.905E+07	1.4091E+07	2.0964E+07	1.7869E+07	3.0838E+07	3.7262E+07	2.5707E+07	2.2998E+07	2.0696E+07	1.1982E+07	1.0447E+07	3.2439E+07	1.0464E+07	2.055E+07	2.7608E+07	3.3474E+07	3.0339E+07	20
Ga0196617_10007214;Ga0187564_101298;Ga0187557_1001332	6.9515E+08	8.5882E+08	8.759E+08	2.4583E+08	2.5195E+08	2.8731E+08	1.5275E+08	1.6562E+08	1.7202E+08	3.4172E+08	2.6783E+08	2.9544E+08	3.359E+08	3.4975E+08	3.2195E+08	4.4184E+08	5.2702E+08	6.6969E+08	5.5839E+08	6.6475E+08	4.1108E+08	3.725E+08	4.8584E+08	3.621E+08	25
Ga0196617_1000728;Ga0187564_101304;Ga0187557_1001338;Ga0196617_1081341	2.0426E+07	2.5716E+07	2.5457E+07	7524400	1.1449E+07	1.2188E+07	8096300	7311000	5996000	3344000	3358500	4600400	3811200	2817100	2027900	2269000	2013100	2133100	2308900	2218400	1457000	3147500	2709000	2110200	10
Ga0196617_1000727;Ga0187564_101305;Ga0187557_1001339	8.6393E+09	6.2333E+09	1.0444E+10	2.1025E+09	3.5209E+09	3.8145E+09	2.281E+09	2.226E+09	1.9391E+09	1.2529E+09	1.9713E+09	1.3823E+09	2.2864E+09	1.202E+09	1.1207E+09	3.6231E+09	1.82E+09	2.6456E+09	2.4516E+09	1.6353E+09	2.0299E+09	2.2289E+09	2.216E+09	1.6422E+09	19
Ga0187557_1001341	0	0	0	0	0	0	0	0	0	0	0	1899200	6084000	4617900	3173800	0	0	0	0	0	4579900	0	2547400	0	2
Ga0196617_1000724;Ga0187564_101308;Ga0187557_1001342	681020	5009000	4170200	403690	548700	436760	816210	493500	283480	304650	0	0	0	745340	846710	0	823580	687480	0	0	0	0	0	0	4
Ga0187564_101311;Ga0187557_1001345;Ga0196617_1000721;Ga0196617_1027871;Ga0196617_1027851	5.8285E+07	3.1256E+07	3.243E+07	3.387E+07	3.4236E+07	5.3385E+07	3.9411E+07	2.7474E+07	4.1625E+07	1.2561E+07	3551000	1.387E+07	4.2534E+07	2.2834E+07	4.1329E+07	3.0396E+07	8785100	1.0828E+07	2.682E+07	6.671E+07	1.629E+07	9892700	2.269E+07	2.538E+07	5
Ga0196617_1027852;Ga0187564_101312;Ga0187557_1001346	1.8439E+07	9347800	2.9402E+07	0	2873700	0	0	1170800	0	1633600	1506700	0	0	0	0	731960	0	0	1319300	0	1749100	0	0	0	2
Ga0187564_101313;Ga0187557_1001347	4405000	0	0	3084400	2969200	7264200	2725000	3133900	2634000	0	0	1966600	3203300	0	4426800	2118400	0	1565000	0	6499100	0	0	0	0	2
Ga0196617_10013039;Ga0187564_101314;Ga0187557_1001348;Ga0196617_1088051	1.5577E+07	9851600	1.4268E+07	4819400	5183200	7319600	4198700	3306300	2278800	3518800	1840800	2020300	1258000	1363500	1023500	4655000	1199000	3991300	1682700	1655600	1145800	3508900	1691700	1407500	6
