ORF,protein,protein_corrected,RNA,protein2RNA,protein2RNA_corrected
IPI00135443.2,43106.74,168102.97,11.13,3873.0224618149,15103.5911949686
IPI00134747.4;IPI00136390.3;IPI00882169.1,43048.01,167975.17,14.25,3020.9129824561,11787.7312280702
IPI00752710.1;IPI00132439.5,43012.52,167897.9,19.34,2224.018614271,8681.3805584281
IPI00138406.1,42988.23,167845,20.79,2067.7359307359,8073.3525733526
IPI00462651.1,42984.32,167836.49,18.07,2378.7670171555,9288.1289429995
IPI00132170.1,42960.39,167784.36,12.55,3423.1386454183,13369.2717131474
IPI00135208.1,42903.71,167660.83,8.07,5316.4448574969,20775.8153655514
IPI00123744.1;IPI00752486.1,42861.22,167568.18,341.56,125.4866494906,490.5966155288
IPI00830570.1;IPI00323360.1;IPI00895222.1,42834.82,167510.6,25.48,1681.1153846154,6574.1993720565
IPI00117234.2;IPI00620659.2;IPI00119059.1;IPI00857154.1;IPI00923103.1;IPI00775877.3;IPI00117237.1;IPI00311413.3,42715.33,167249.76,15.57,2743.4380218369,10741.795761079
IPI00515403.1;IPI00608043.1;IPI00228457.4;IPI00607967.1;IPI00403506.2;IPI00648147.1,42709.27,167236.53,32.12,1329.6783935243,5206.6167496887
IPI00153094.2,42604.51,167007.57,34.89,1221.109486959,4786.6887360275
IPI00132328.2;IPI00857481.1,42587.02,166969.32,11.54,3690.3830155979,14468.7452339688
IPI00131810.2;IPI00918528.1;IPI00918600.1;IPI00918419.1;IPI00918357.1;IPI00918150.1,42565.84,166922.99,34.4,1237.3790697675,4852.4125
IPI00130333.1,42548.62,166885.31,7.49,5680.7236315087,22281.082777036
IPI00115317.1;IPI00831063.1;IPI00831053.1,42546.57,166880.83,39.07,1088.9831072434,4271.3291528027
IPI00225955.1,42427.08,166619.21,20.79,2040.7445887446,8014.392015392
IPI00323166.2;IPI00309964.3;IPI00874685.1;IPI00875011.1;IPI00762127.2;IPI00830812.1,42348.02,166445.94,,,
IPI00127324.1;IPI00400416.1,42285.79,166309.45,5.68,7444.6813380282,29279.8327464789
IPI00228719.1,42228.05,166182.72,19.24,2194.8050935551,8637.3555093555
IPI00387370.1;IPI00750471.2;IPI00662657.3;IPI00608037.3;IPI00857499.1,42147.68,166006.21,12.43,3390.8028962188,13355.2864038616
IPI00109389.1,42140.96,165991.44,14.25,2957.2603508772,11648.5221052632
IPI00756701.1;IPI00752806.1;IPI00757147.1;IPI00467423.3;IPI00604914.2;IPI00750546.1;IPI00918168.1;IPI00757649.1,42069.16,165833.61,88.54,475.1429862209,1872.9795572623
IPI00387192.4;IPI00649086.1,42045.75,165782.13,56.46,744.6997874601,2936.275770457
IPI00109632.3;IPI00857662.1,42033.02,165754.13,14.43,2912.8911988912,11486.7726957727
IPI00409918.1;IPI00400432.2;IPI00857127.1;IPI00890863.1,42012.13,165708.17,41.42,1014.295750845,4000.6801062289
IPI00309262.3,41948.78,165568.73,8.67,4838.3829296425,19096.7393310265
IPI00154086.1;IPI00474943.2;IPI00857751.1;IPI00857770.1,41913.32,165490.64,12.8,3274.478125,12928.95625
IPI00124980.1;IPI00831643.1;IPI00886408.1,41851.65,165354.76,15.68,2669.1103316327,10545.5841836735
IPI00134941.1;IPI00113248.1;IPI00850449.1,41809.11,165260.98,,,
IPI00123758.3;IPI00918500.1,41803.96,165249.62,9.26,4514.4665226782,17845.5313174946
IPI00276866.1;IPI00753034.2;IPI00460675.4,41775.42,165186.68,13.55,3083.0568265683,12190.8988929889
IPI00169880.2,41733.68,165094.58,50.74,822.5005912495,3253.7363027198
IPI00137501.1;IPI00331482.1;IPI00331483.1;IPI00331484.1;IPI00331485.1;IPI00331486.1;IPI00131415.1;IPI00229826.1;IPI00310676.1;IPI00229824.2;IPI00649613.1;IPI00229827.1;IPI00649231.1;IPI00889946.1;IPI00648041.1,41710.74,165043.95,27.66,1507.9804772234,5966.8817787419
IPI00759879.2;IPI00918409.1,41654.54,164919.86,9.29,4483.8040904198,17752.4068891281
IPI00607957.1;IPI00118039.1,41651,164912.04,,,
IPI00944164.1;IPI00944120.1;IPI00111489.9;,41628,164861.24,5.14,8098.8326848249,32074.1712062257
IPI00116681.3,41478.28,164530.2,,,
IPI00554953.2;IPI00116055.6;IPI00420436.2;IPI00886210.2;IPI00480411.2;IPI00756756.2;IPI00831294.1;IPI00830999.1,41477.66,164528.83,,,
IPI00377342.2;IPI00849015.1,41430.48,164424.4,,,
IPI00623570.3,41320.1,164179.88,22.73,1817.8662560493,7223.0479542455
IPI00125899.1;IPI00753025.1;IPI00753627.1,41280.71,164092.55,,,
IPI00134572.1;IPI00309285.5,41258.78,164043.92,,,
IPI00279462.1;IPI00919177.1;IPI00919259.1,41234.59,163990.26,46.65,883.9140407288,3515.3324758843
IPI00409960.1;IPI00118685.1;IPI00110572.1;IPI00409965.2;IPI00955374.1,41220.93,163959.95,21.02,1961.0337773549,7800.1879162702
IPI00118193.1;IPI00223360.1,41181.05,163871.44,43.59,944.7361780225,3759.3815095205
IPI00137271.3;IPI00845839.1;IPI00461663.2,41125.51,163748.11,12.21,3368.1826371826,13410.9836199836
IPI00648915.1;IPI00648676.1;IPI00648549.2;IPI00649916.1;IPI00649264.1,41095.45,163681.33,15.27,2691.2540929928,10719.1440733464
IPI00137612.1;IPI00754495.1,41095.02,163680.38,11.98,3430.3021702838,13662.8030050083
IPI00130235.2,41090.7,163670.78,5.86,7012.0648464164,27930.1672354949
IPI00133411.1,40949.68,163357.19,12.71,3221.8473642801,12852.6506687648
IPI00110050.2;IPI00649424.2;IPI00473443.1;IPI00652038.1,40943.61,163343.68,,,
IPI00221494.7;IPI00656290.1;IPI00656313.1;IPI00656172.1;IPI00656185.1;,40855.15,163146.72,7.14,5722.0098039216,22849.6806722689
IPI00321895.1;IPI00648249.2;IPI00649562.1,40800.17,163024.2,14.28,2857.1547619048,11416.2605042017
IPI00119980.1,40730.52,162868.89,10.39,3920.1655437921,15675.5428296439
IPI00133744.1;IPI00648625.2;IPI00473640.1;,40697.65,162795.56,5.51,7386.1433756806,29545.4736842105
IPI00331177.2;IPI00387306.3;IPI00944210.1;IPI00473988.1;IPI00459273.1,40695.03,162789.71,25.73,1581.6179556938,6326.8445394481
IPI00337844.4,40645.36,162678.84,11.88,3421.3265993266,13693.5050505051
IPI00283736.3;IPI00122635.2,40622.87,162628.62,90.9,446.896259626,1789.0937293729
IPI00323674.6,40595.36,162567.17,16.99,2389.3678634491,9568.4031783402
IPI00378120.2,40594.54,162565.34,34.24,1185.5882009346,4747.8195093458
IPI00853902.1;IPI00885322.1;IPI00845596.1;IPI00885906.1;IPI00886126.1;IPI00886029.1;IPI00885671.1;IPI00665791.1,40516.69,162391.35,20.48,1978.3540039063,7929.2651367188
IPI00114594.1,40419.24,162173.35,16.03,2521.4747348721,10116.8652526513
IPI00885495.1;IPI00107913.5,40384.29,162095.11,,,
IPI00223987.1,40327.43,161967.75,5.22,7725.561302682,31028.3045977011
IPI00471127.1,40302.32,161911.49,24.27,1660.5817882159,6671.2604037907
IPI00132376.3,40298.61,161903.17,7.99,5043.6307884856,20263.225281602
IPI00117771.1,40223.34,161734.4,21.26,1891.9727187206,7607.450611477
IPI00470001.2;IPI00605847.4;IPI00605583.1,40222.55,161732.63,11.49,3500.6570931245,14075.9469103568
IPI00321884.1,40172.29,161619.86,11.43,3514.6360454943,14139.9702537183
IPI00330066.5;IPI00831141.1,40157.98,161587.74,14.69,2733.6950306331,10999.8461538462
IPI00124511.1;IPI00624030.3;IPI00459757.1,40130.79,161526.7,8,5016.34875,20190.8375
IPI00153607.1,40118.2,161498.43,33.5,1197.5582089552,4820.8486567164
IPI00955148.1;IPI00313390.3;IPI00874402.1;IPI00955145.1;IPI00458795.1,40091.08,161437.52,8.17,4907.1089351285,19759.794369645
IPI00463666.4;IPI00651996.1;IPI00752555.3;IPI00830720.1;IPI00830534.1;IPI00830737.1;IPI00830306.1;IPI00830845.1;IPI00848677.1,40023.35,161285.32,,,
IPI00330649.4,39914.85,161041.26,17.19,2321.9808027923,9368.3106457243
IPI00315974.3,39890.64,160986.76,26.33,1515.0262058489,6114.1952145841
IPI00137694.5;IPI00880866.1,39777.09,160730.96,16.06,2476.7801992528,10008.1544209215
IPI00187512.7;IPI00648235.1,39764.15,160701.79,9.36,4248.3066239316,17168.9946581197
IPI00119039.1;IPI00881842.1;IPI00885229.1,39696.46,160549.13,19.24,2063.2255717256,8344.5493762994
IPI00114801.2;IPI00880424.1;IPI00880579.1,39618.57,160373.32,3.05,12989.6950819672,52581.4163934426
IPI00133298.3,39581.08,160288.64,,,
IPI00845690.1;IPI00454201.2;IPI00857487.1,39572.78,160269.89,4.59,8621.5206971678,34917.1873638344
IPI00387504.1;IPI00331563.2;IPI00553379.3;IPI00758361.1;IPI00553623.1,39565.46,160253.35,24.5,1614.9167346939,6540.9530612245
IPI00720003.1;IPI00112171.2;IPI00850837.1,39474.14,160046.91,26.32,1499.7773556231,6080.8096504559
IPI00134918.4,39471.1,160040.03,13.13,3006.1766945925,12188.8827113481
IPI00130322.5,39397.34,159873.13,66.39,593.4228046393,2408.0905256816
IPI00123063.5;IPI00857273.1;IPI00857685.1;IPI00761270.1;IPI00856800.1;IPI00404318.1;IPI00858011.1,39384.4,159843.83,15.02,2622.1304926764,10642.0659121172
IPI00311833.6;IPI00885865.1;IPI00881004.1,39367.69,159806,9.5,4143.9673684211,16821.6842105263
IPI00669709.2;IPI00653205.1,39356.29,159780.18,22.12,1779.2174502713,7223.335443038
IPI00222983.1;IPI00876371.1;IPI00720031.2;IPI00467006.2;IPI00875328.1;IPI00830673.1;IPI00284657.3;IPI00831236.1;IPI00830953.1,39315.98,159688.87,27.73,1417.8139199423,5758.7042913812
IPI00109221.3,39292.71,159636.13,,,
IPI00466588.3,39277.81,159602.36,9.6,4091.4385416667,16625.2458333333
IPI00114051.1;,39204.51,159436.14,12.83,3055.690568979,12426.8230709275
IPI00109501.1,39197.01,159419.12,6.54,5993.4266055046,24376.0122324159
IPI00130127.2;IPI00856819.1;IPI00896057.1;IPI00121962.3;IPI00677505.3,39183.84,159389.24,14.92,2626.2627345845,10682.9249329759
IPI00944680.1,39181.65,159384.27,6.59,5945.62215478,24185.7769347496
IPI00122399.1,39149.84,159312.07,24.82,1577.3505237712,6418.6974214343
IPI00556827.1;IPI00265299.3;IPI00751474.1;IPI00776035.1;IPI00463589.2;IPI00621162.2;IPI00750917.2;IPI00875219.1;IPI00785299.1;IPI00664111.2;IPI00850204.1;IPI00463671.5,39099.66,159198.13,15.16,2579.1332453826,10501.1959102902
IPI00314302.3,39088.35,159172.44,11.02,3547.0372050817,14443.9600725953
IPI00406045.3,39086.75,159168.8,5.84,6692.9366438356,27254.9315068493
IPI00331260.1,39059.21,159106.23,14.2,2750.6485915493,11204.664084507
IPI00331665.3;IPI00125653.1;IPI00831696.1;IPI00649123.1,39039.87,159062.28,77.06,506.616532572,2064.1354788477
IPI00128345.2;IPI00674389.1;IPI00886222.1;IPI00886154.1,39018.6,159013.93,27.4,1424.0364963504,5803.4281021898
IPI00135252.2;IPI00228860.3,38974.89,158914.53,30,1299.163,5297.151
IPI00308001.1,38972.17,158908.34,9.92,3928.6461693548,16018.9858870968
IPI00130444.1;IPI00471392.2,38965.88,158894.03,15.9,2450.6842767296,9993.3352201258
IPI00551367.2;IPI00108335.1;IPI00551329.4;IPI00551249.2;IPI00462426.1,38858.55,158649.73,7.15,5434.7622377622,22188.7734265734
IPI00411115.1;IPI00751303.1,38784.32,158480.6,8.02,4835.9501246883,19760.6733167082
IPI00874854.1,38687.88,158260.64,,,
IPI00169704.3;IPI00886122.1;IPI00459732.1;IPI00653063.2;IPI00830730.1;IPI00474672.1,38605.74,158073.11,8,4825.7175,19759.13875
IPI00347634.2;IPI00120414.1;IPI00279858.1,38490.86,157810.53,13.21,2913.7668433005,11946.2929598789
IPI00353420.7;,38479.88,157785.42,7.35,5235.3578231293,21467.4040816327
IPI00169840.1;,38393.43,157587.57,11.72,3275.8899317406,13446.0383959044
IPI00420734.1;IPI00850543.1;IPI00126855.1;IPI00854973.1,38351.08,157490.57,21.37,1794.6223678053,7369.7037903603
IPI00110224.1;IPI00648201.1;IPI00943415.1;IPI00122464.1;IPI00881340.1;IPI00407769.2;IPI00881052.1,38314.57,157406.92,4.43,8648.8871331829,35532.0361173815
IPI00268553.4;IPI00266614.4;IPI00944191.1,38290.21,157351.08,2.98,12849.0637583893,52802.3758389262
IPI00130409.1;IPI00229813.1,38249.72,157258.24,,,
IPI00224053.3;IPI00875385.1,38229.44,157211.72,13.15,2907.1817490494,11955.263878327
IPI00409176.1;IPI00230641.1;IPI00230642.1;IPI00230645.1;IPI00754820.1;IPI00230643.1;IPI00230644.1,38201.19,157146.9,24.71,1545.9809793606,6359.6479158236
IPI00653545.1,38155.37,157041.72,,,
IPI00120200.6,38089.92,156891.39,37.93,1004.2161877142,4136.3403638281
IPI00885509.1;IPI00918208.1;IPI00918258.1;IPI00459773.1,38085.6,156881.47,5.8,6566.4827586207,27048.5293103448
IPI00380394.6;IPI00944687.1;IPI00808055.1,38054.03,156808.91,21.76,1748.8065257353,7206.2918198529
IPI00914724.1;IPI00918052.1;IPI00473315.1;IPI00119320.5,38019.92,156730.48,36.68,1036.5299890949,4272.9138495093
IPI00666885.3;IPI00458074.3;IPI00378580.6,38006.36,156699.3,14.1,2695.4865248227,11113.4255319149
IPI00114477.3,37989.42,156660.33,35.7,1064.1294117647,4388.2445378151
IPI00320161.1,37932.23,156528.72,5.93,6396.6661045531,26396.0741989882
IPI00126924.1,37918.49,156497.09,15.44,2455.8607512953,10135.8218911917
IPI00606388.2,37841.87,156320.6,27.54,1374.0693536674,5676.1292665214
IPI00330146.6;IPI00761357.2,37831.5,156296.71,9.99,3786.9369369369,15645.3163163163
IPI00331112.4;IPI00653716.1,37783.44,156185.91,,,
IPI00459443.5,37775.5,156167.6,28.67,1317.5967910708,5447.0735960935
IPI00331074.2;IPI00880956.1,37635.21,155843.8,20.37,1847.5802650957,7650.6529209622
IPI00313726.2;IPI00380721.2;IPI00458409.1,37634.96,155843.22,45.42,828.5988551299,3431.1585204756
IPI00109603.1;IPI00857580.1;IPI00858246.1;IPI00857602.1;IPI00857713.1;IPI00858043.1;IPI00749564.1;IPI00230305.1;IPI00919103.1,37596.33,155753.96,11.52,3263.5703125,13520.3090277778
IPI00121322.2;IPI00882287.1,37586.04,155730.18,15.3,2456.6039215686,10178.4431372549
IPI00136207.6;IPI00625592.2;IPI00653059.1;IPI00153764.2,37495.09,155519.85,69.24,541.5235413056,2246.0983535529
IPI00400016.1;IPI00886190.1;IPI00886255.1,37437.4,155386.32,35.94,1041.6638842515,4323.4924874791
IPI00461857.2;IPI00668289.1;IPI00649721.1,37424.18,155355.71,,,
IPI00132580.1,37252.39,154957.48,22.76,1636.7482425308,6808.3251318102
IPI00229604.4;IPI00229282.2;IPI00131244.2;IPI00172022.2;IPI00464321.1;IPI00316348.2;IPI00133397.1;IPI00857260.1,37204.75,154846.9,24.58,1513.6187957689,6299.7111472742
IPI00848421.1,37188.89,154810.07,13.28,2800.3682228916,11657.3847891566
IPI00230653.1;IPI00622598.1;IPI00118248.1;IPI00758353.1;IPI00874608.1;IPI00136366.2;IPI00115634.1;IPI00132598.1;IPI00742358.2;IPI00230342.4;IPI00227026.1;IPI00403838.1;IPI00114250.1;IPI00625691.1;IPI00757942.2;IPI00132995.1;IPI00121059.1;IPI00896701.1;IPI00280476.2,37176.68,154781.71,10.27,3619.9298928919,15071.247322298
IPI00125509.1;IPI00856601.1;IPI00858052.1;IPI00856479.1;IPI00858288.1,37175.12,154778.09,22.27,1669.2914234396,6950.0713964975
IPI00133880.2,37135.05,154685,8.06,4607.3263027295,19191.6873449132
IPI00848627.1;IPI00556735.2;IPI00323969.3;IPI00831457.1;IPI00831633.1;IPI00831325.1,37060.73,154512.23,85.72,432.3463602427,1802.5225151657
IPI00331527.3;IPI00135099.1;IPI00648606.1,36975.41,154313.69,18.53,1995.4349703184,8327.7760388559
IPI00278366.4,36963.5,154285.96,155.21,238.1515366278,994.0465176213
IPI00625263.1;IPI00874306.1;IPI00918048.1;IPI00918304.1,36924.72,154195.64,13.77,2681.5337690632,11197.9404502542
IPI00121437.1;IPI00751004.2,36835.05,153986.64,33.35,1104.4992503748,4617.2905547226
IPI00461575.2;IPI00848532.1;IPI00761985.1,36815.81,153941.76,21.36,1723.5866104869,7207.0112359551
IPI00125298.2;IPI00759853.1;IPI00759982.1;IPI00831084.1;IPI00830982.1;IPI00462034.2;IPI00831713.1;IPI00831035.1;IPI00354186.3;IPI00117773.1;IPI00884546.1,36731.64,153745.33,40.95,896.9875457875,3754.4647130647
IPI00331154.4,36713.28,153702.45,90.35,406.3451023796,1701.1892639734
IPI00954603.1;IPI00225796.3;IPI00857068.1;IPI00856523.1;IPI00652152.1,36698.32,153667.51,13.15,2790.7467680608,11685.7422053232
IPI00462925.5;IPI00808418.1,36603.77,153446.52,26.02,1406.7551883167,5897.2528823982
IPI00225335.1,36538.78,153294.48,14.57,2507.8091969801,10521.2409059712
IPI00171988.1;IPI00918664.1;IPI00762258.1,36497.02,153196.72,8.51,4288.7215041128,18001.9647473561
IPI00354432.4;IPI00816941.1,36486.73,153172.62,15.16,2406.7763852243,10103.734828496
IPI00131231.3,36447.61,153080.99,10.49,3474.5100095329,14593.0400381316
IPI00131935.1,36359.09,152873.47,7.88,4614.097715736,19400.1865482234
IPI00624098.1,36343.8,152837.61,8.95,4060.7597765363,17076.8279329609
IPI00131775.3,36213.22,152531.03,28.4,1275.1133802817,5370.810915493
IPI00330404.1,36190.68,152478.06,,,
IPI00275398.3;IPI00468204.1;IPI00625079.6,36177.12,152446.19,12.05,3002.2506224066,12651.1360995851
IPI00122529.1;IPI00929853.1;IPI00403706.2,36155.91,152396.32,7.87,4594.1435832275,19364.208386277
IPI00308066.1;IPI00749758.2,36144.84,152370.29,2.4,15060.35,63487.6208333333
IPI00123039.1,36103.19,152272.32,11.24,3212.0275800712,13547.359430605
IPI00850740.1;IPI00416280.3;IPI00850539.1;IPI00914157.1,36099.61,152263.9,,,
IPI00154012.1;IPI00403342.2;IPI00875696.1;IPI00222152.1;IPI00222154.1,36091.55,152244.93,21.92,1646.5123175183,6945.4803832117
IPI00132543.1,36086.37,152232.74,5.7,6330.9421052632,26707.498245614
IPI00129362.1,36038.4,152119.82,30.68,1174.6544980443,4958.2731421121
IPI00170363.1;IPI00856216.1,35968.42,151954.96,27.52,1306.992005814,5521.6191860465
IPI00331601.4,35860.25,151699.86,46.7,767.8854389722,3248.391006424
IPI00225288.3;IPI00471416.1,35780.1,151510.63,3.89,9197.969151671,38948.7480719794
IPI00381102.7,35761.51,151466.71,,,
IPI00118069.1;IPI00462790.2,35694.79,151309,53.29,669.8215425033,2839.350722462
IPI00137212.8,35529.47,150917.66,31.81,1116.9276956932,4744.3464319397
IPI00928374.1,35434.05,150691.42,20.95,1691.3627684964,7192.907875895
IPI00153608.3;IPI00845842.1;IPI00828789.2;IPI00881998.1;IPI00896680.1;IPI00672144.1;IPI00226404.1;IPI00654390.2;IPI00895379.3;IPI00874691.1,35378.98,150560.73,22.45,1575.9011135858,6706.4913140312
IPI00875866.1;IPI00894804.1;IPI00132206.22;IPI00751569.3,35346.56,150483.75,,,
IPI00623401.4;IPI00719870.2;IPI00664998.1;IPI00480372.3;IPI00854899.1;IPI00480231.1;IPI00894644.1;IPI00857606.1;IPI00400017.2;IPI00762413.2;IPI00400018.2;IPI00894762.1;IPI00221539.1;IPI00788491.1;IPI00118352.4;IPI00457628.1;IPI00858111.1,35326.24,150435.48,,,
IPI00117317.1,35319.03,150418.35,19.19,1840.4914017718,7838.3715476811
IPI00331507.9;IPI00886393.1;IPI00462630.1,35279.89,150325.34,7.77,4540.5263835264,19346.8906048906
IPI00480480.2;IPI00127323.1;IPI00462043.3;IPI00652210.1;IPI00828372.1;IPI00828705.1;IPI00828757.1;IPI00346515.3;IPI00474248.2;IPI00828512.1;IPI00403473.1;IPI00653946.1;IPI00459188.1,35202.64,150141.63,36.91,953.7426171769,4067.7764833379
IPI00187246.1,35182.79,150094.4,26.19,1343.3673157694,5730.9812905689
IPI00118853.1;IPI00283379.4;IPI00895371.1;IPI00895497.1;IPI00895437.1,35113.3,149928.95,10.12,3469.6936758893,14815.1136363636
IPI00318645.6;IPI00850427.1;IPI00461341.3,35088.41,149869.65,6.89,5092.6574746009,21751.763425254
IPI00124292.1;IPI00848729.1;IPI00918701.1;IPI00918855.1;IPI00918939.1,35071.05,149828.28,,,
IPI00153201.1;IPI00647969.1,35023.73,149715.47,23.1,1516.1787878788,6481.1891774892
IPI00453815.3;IPI00828226.1;IPI00848390.1;IPI00881541.1;IPI00649594.1;IPI00648278.1,34938.26,149511.55,34.71,1006.5762028234,4307.4488619994
IPI00118959.3,34938.1,149511.17,7.92,4411.3762626263,18877.672979798
IPI00890905.1;IPI00124530.1;IPI00653412.1;IPI00673016.1,34896.08,149410.83,10.08,3461.9126984127,14822.5029761905
IPI00221814.4;IPI00798442.1,34846.2,149291.65,2.26,15418.6725663717,66058.2522123894
IPI00752148.1;IPI00170074.1;IPI00756844.1,34827.75,149247.55,93.93,370.7840945385,1588.9231342489
IPI00131276.1,34826.6,149244.8,8.49,4102.0730270907,17578.8928150766
IPI00395140.2;IPI00649563.1,34795.93,149171.47,,,
IPI00129399.1;IPI00459111.4,34783.4,149141.5,36.58,950.8857299071,4077.1323127392
IPI00330623.3;IPI00136818.1;IPI00753719.1;IPI00754578.1;IPI00458066.1,34710.44,148966.91,10.21,3399.6513222331,14590.2948090108
IPI00134188.3;IPI00229014.1;IPI00874769.1;IPI00608051.1,34688.89,148915.3,40.52,856.0930404738,3675.1061204344
IPI00118654.2,34664.9,148857.84,8.53,4063.8804220399,17451.0949589683
IPI00459432.3,34646.93,148814.79,54.01,641.4910201814,2755.3192001481
IPI00109203.3,34625.86,148764.3,13.8,2509.1202898551,10780.0217391304
IPI00471067.2;IPI00880364.1;IPI00880237.1,34510.13,148486.72,7.92,4357.3396464647,18748.3232323232
IPI00894581.1,34480.16,148414.77,,,
IPI00395040.1;IPI00848966.3,34391.3,148201.28,30,1146.3766666667,4940.0426666667
IPI00462762.2;IPI00112813.1;IPI00345617.2,34385.14,148186.47,14.1,2438.6624113475,10509.6787234043
IPI00137103.3;IPI00880818.1;IPI00831097.1,34344.97,148089.87,3.69,9307.5799457995,40132.756097561
IPI00307884.1;IPI00922985.1,34324.8,148041.35,22.61,1518.1247235736,6547.6050420168
IPI00132177.4;IPI00788420.1;IPI00788454.1,34322.97,148036.95,10.39,3303.4619826757,14248.0221366699
IPI00123333.5,34311.13,148008.46,32.38,1059.639592341,4570.9839407041
IPI00129598.3,34306.02,147996.16,12.73,2694.8955223881,11625.7784760408
IPI00124115.1,34240.25,147837.81,6.35,5392.1653543307,23281.5448818898
IPI00323176.2;IPI00127440.1;IPI00881871.1;IPI00881770.1;IPI00895063.1,34226.61,147804.96,21.35,1603.1199063232,6922.9489461358
IPI00125135.1;IPI00848555.1,34222.89,147795.99,10.44,3278.0545977012,14156.7040229885
IPI00918921.1;IPI00918685.1;IPI00113257.3;IPI00672748.4;IPI00464127.1;IPI00761442.2;IPI00919055.1;IPI00282873.2,34208.67,147761.73,8.9,3843.6707865169,16602.4415730337
IPI00881096.1;IPI00109870.1,34150.42,147621.32,3.14,10875.9299363057,47013.1592356688
IPI00555130.2;IPI00944792.1;IPI00653323.1,34071.32,147430.48,,,
IPI00229295.1;IPI00229294.1;IPI00125501.1;IPI00464296.5;IPI00229299.1;IPI00229298.1;IPI00406263.2;IPI00404739.3;IPI00457456.1,34050.46,147380.12,16.49,2064.9157064888,8937.5451788963
IPI00130343.2;IPI00874321.1;IPI00759886.1;IPI00457591.1,33996.33,147249.37,32.88,1033.9516423358,4478.3871654501
IPI00752728.2,33977.05,147202.78,9.42,3606.9055201699,15626.6220806794
